No,Region,District,D/S Office,Date of Death,Cause of Death,Sex,Age,Age Category,Main_Cause
1023,Uva,Monaragala,Siyambalanduwa,2014-04-23,Unknown,Male,3.5,Calf,Unknown
1024,Polonnaruwa,Trincomalee,Gomarankadawala,2014-04-26,Poisned,Male,35-40,Subadults and adults,Intentional
1025,Central,Nuwara Eliya,Hanguranketha,2014-04-30,Unknown,Male,4,Calf,Unknown
1026,Polonnaruwa,Trincomalee,Seruvila,2014-05-02,Hakkapatas,Female,25-30,Subadults and adults,Intentional
1027,Kilinochchi,Mullaitivu,Thunukkai,2014-05-03,Hakkapatas,Female,9,Juvenile,Intentional
1028,Eastern,Batticaloa,Koralai Pattu (Valachchenai),2014-05-05,Train Accident,Male,25-30,Subadults and adults,Unintentional
1029,Eastern,Batticaloa,Koralai Pattu (Valachchenai),2014-05-05,Train Accident,Male,18-20,Subadults and adults,Unintentional
1030,Uva,Monaragala,Bibile,2014-05-06,Gunshot,Male,25,Subadults and adults,Intentional
1031,Kilinochchi,Mullaitivu,Oddusuddan,2014-05-06,Train Accident,Male,25-30,Subadults and adults,Unintentional
1032,Eastern,Ampara,Dehiattakandiya,2014-05-06,Unknown,Male,2 Months,Infant,Unknown
1033,Southern,Hambantota,Hambantota,2014-05-06,Gunshot,Male,12-15,Subadults and adults,Intentional
1034,Eastern,Batticaloa,Manmunai West,2014-05-07,Injured,Male,30-35,Subadults and adults,Natural
1035,Central,Nuwara Eliya,Walapane,2014-05-07,Natural,Male,35,Subadults and adults,Natural
1036,Polonnaruwa,Trincomalee,Gomarankadawala,2014-05-07,Hakkapatas,Male,4-6,Juvenile,Intentional
1037,Uva,Monaragala,Madulla,2014-05-08,Gunshot,Male,7,Juvenile,Intentional
1038,Polonnaruwa,Polonnaruwa,Medirigiriya,2014-05-09,Unknown,Unknown,6-8,Juvenile,Unknown
1039,Polonnaruwa,Trincomalee,Morawewa,2014-05-09,Body destroyed,Female,10-12,Juvenile,Unknown
1040,North Western,Puttalam,Nawagattegama,2014-05-10,Hakkapatas,Male,7.5,Juvenile,Intentional
1041,Polonnaruwa,Trincomalee,Seruvila,2014-05-11,Unknown,Male,30-35,Subadults and adults,Unknown
1042,Uva,Monaragala,Madulla,2014-05-20,Natural,Male,6-7,Juvenile,Natural
1043,Eastern,Ampara,Dehiattakandiya,2014-05-23,Unknown,Unknown,Unknown,Unknown,Unknown
1044,Anuradhapura,Anuradhapura,Kekirawa,2014-05-24,Accident,Male,50-55,Subadults and adults,Unintentional
1045,Uva,Monaragala,Katharagama,2014-05-25,Unknown,Female,15,Subadults and adults,Unknown
1046,Eastern,Ampara,Dehiattakandiya,2014-05-26,Gunshot,Female,25-30,Subadults and adults,Intentional
1047,Eastern,Ampara,Dehiattakandiya,2014-05-26,Unknown,Unknown,Unknown,Unknown,Unknown
1048,Southern,Ratnapura,Embilipitiya,2014-05-31,Natural,Female,Unknown,Unknown,Natural
1049,Kilinochchi,Mullaitivu,Puthukudiyiruppu,2014-05-31,Accident,Male,35,Subadults and adults,Unintentional
1050,Southern,Ratnapura,Embilipitiya,2014-05-31,Natural,Male,Unknown,Unknown,Natural
1051,Polonnaruwa,Polonnaruwa,Dimbulagala,2014-06-01,Hakkapatas,Female,10,Juvenile,Intentional
1052,Polonnaruwa,Trincomalee,Gomarankadawala,2014-06-02,Hakkapatas,Female,5-7,Juvenile,Intentional
1053,Uva,Monaragala,Buttala,2014-06-04,Unknown,Unknown,20,Subadults and adults,Unknown
1054,Central,Badulla,Hildummulla,2014-06-05,Gunshot,Male,20,Subadults and adults,Intentional
1055,Eastern,Ampara,Uhana,2014-06-07,Hakkapatas,Female,12-15,Subadults and adults,Intentional
1056,Polonnaruwa,Trincomalee,Muttur,2014-06-07,Hakkapatas,Male,18-20,Subadults and adults,Intentional
1057,Polonnaruwa,Polonnaruwa,Dimbulagala,2014-06-07,Train Accident,Male,40,Subadults and adults,Unintentional
1058,North Western,Kurunegala,Palagala,2014-06-09,Accident,Female,30,Subadults and adults,Unintentional
1059,Eastern,Ampara,Uhana,2014-06-20,Electrocuted,Male,30-40,Subadults and adults,Unintentional
1060,Central,Nuwara Eliya,Walapane,2014-06-30,Natural,Male,25,Subadults and adults,Natural
1061,Anuradhapura,Anuradhapura,N. Palatha Central,2014-07-05,Gunshot,Male,25-30,Subadults and adults,Intentional
1062,Anuradhapura,Anuradhapura,Kekirawa,2014-07-05,Train Accident,Male,40-45,Subadults and adults,Unintentional
1063,Southern,Ratnapura,Balangoda,2014-07-08,Unknown,Male,35-40,Subadults and adults,Unknown
1064,Anuradhapura,Mannar,Musali,2014-07-10,Unknown,Unknown,4.5,Juvenile,Unknown
1065,Southern,Monaragala,Thanamalvila,2014-07-12,Unknown,Male,20,Subadults and adults,Unknown
1066,Southern,Hambantota,Hambantota,2014-07-17,Body destroyed,Unknown,5,Juvenile,Unknown
1067,Polonnaruwa,Matale,Wilgamuwa,2014-07-18,Gunshot,Male,15,Subadults and adults,Intentional
1068,Eastern,Batticaloa,Koralai Pattu North,2014-07-21,Unknown,Male,15-20,Subadults and adults,Unknown
1069,Central,Nuwara Eliya,Walapane,2014-07-23,Unknown,Male,25,Subadults and adults,Unknown
1070,Uva,Monaragala,Moneragala,2014-07-25,Unknown,Male,30-35,Subadults and adults,Unknown
1071,Central,Badulla,Kandaketiya,2014-07-27,Natural,Male,35,Subadults and adults,Natural
1072,North Western,Puttalam,Karuwalagaswewa,2014-07-29,Gunshot,Male,35,Subadults and adults,Intentional
1073,Southern,Monaragala,Thanamalvila,2014-07-30,Unknown,Female,20,Subadults and adults,Unknown
1074,Polonnaruwa,Polonnaruwa,Elahera,2014-07-30,Natural,Female,10,Juvenile,Natural
1075,Southern,Ratnapura,Embilipitiya,2014-07-31,Natural,Male,Unknown,Unknown,Natural
1076,Southern,Ratnapura,Embilipitiya,2014-07-31,Natural,Male,Unknown,Unknown,Natural
1077,Polonnaruwa,Matale,Wilgamuwa,2014-07-31,Body destroyed,Female,4,Calf,Unknown
1078,Eastern,Ampara,Lahugala,2014-07-31,Unknown,Unknown,Unknown,Unknown,Unknown
1079,Eastern,Ampara,Lahugala,2014-08-01,Unknown,Male,3-4,Calf,Unknown
1080,Southern,Hambantota,Hambantota,2014-08-03,Gunshot,Female,25-30,Subadults and adults,Intentional
1081,Southern,Hambantota,Hambantota,2014-08-03,At born,Unknown,1,Calf,Natural
1082,North Western,Kurunegala,Kotavehera,2014-08-07,Natural,Male,20,Subadults and adults,Natural
1083,Eastern,Ampara,Lahugala,2014-08-07,Hakkapatas,Male,5,Juvenile,Intentional
1084,Polonnaruwa,Matale,Naula,2014-08-07,Natural,Male,1 Day,Infant,Natural
1085,North Western,Kurunegala,Galgamuwa,2014-08-08,Gunshot,Female,20-25,Subadults and adults,Intentional
1086,Southern,Ratnapura,Weligepola,2014-08-10,Gunshot,Male,40-45,Subadults and adults,Intentional
1087,Polonnaruwa,Ampara,Mahaoya,2014-08-12,Unknown,Unknown,Unknown,Unknown,Unknown
1088,Polonnaruwa,Polonnaruwa,Dimbulagala,2014-08-12,Body destroyed,Male,35,Subadults and adults,Unknown
1089,Southern,Monaragala,Sevanagala,2014-08-14,Accident,Female,5 Months,Infant,Unintentional
1090,Southern,Hambantota,Thissamaharama,2014-08-15,Body destroyed,Unknown,Unknown,Unknown,Unknown
1091,Central,Kandy,Udadumbara,2014-08-18,Unknown,Female,30-35,Subadults and adults,Unknown
1092,Polonnaruwa,Polonnaruwa,Lankapura,2014-08-18,Unknown,Female,14,Subadults and adults,Unknown
1093,Polonnaruwa,Polonnaruwa,Welikanda,2014-08-18,Other,Female,20,Subadults and adults,Other
1094,Polonnaruwa,Polonnaruwa,Thamankaduwa,2014-08-19,Unknown,Unknown,18,Subadults and adults,Unknown
1095,Southern,Hambantota,Hambantota,2014-08-20,Other,Male,5-7,Juvenile,Other
1096,Polonnaruwa,Trincomalee,Morawewa,2014-08-20,Hakkapatas,Female,25-30,Subadults and adults,Intentional
1097,Uva,Monaragala,Siyambalanduwa,2014-08-20,Gunshot,Female,8,Juvenile,Intentional
1098,Polonnaruwa,Matale,Wilgamuwa,2014-08-22,Unknown,Female,4,Calf,Unknown
1099,Anuradhapura,Anuradhapura,Kekirawa,2014-08-23,Train Accident,Female,25,Subadults and adults,Unintentional
1100,Eastern,Ampara,Samanthurai,2014-08-25,Poisned,Male,30-35,Subadults and adults,Intentional
1101,Anuradhapura,Puttalam,Vanathavilluwa,2014-08-30,Gunshot,Male,50,Subadults and adults,Intentional
1102,Eastern,Ampara,Lahugala,2014-08-31,Body destroyed,Unknown,Unknown,Unknown,Unknown
1103,Kilinochchi,Mullaitivu,Unknown,2014-08-31,Gunshot,Male,1,Calf,Intentional
1104,Central,Badulla,Mahiyanganaya,2014-09-04,Electrocuted,Male,35-40,Subadults and adults,Unintentional
1105,Southern,Monaragala,Thanamalvila,2014-09-08,Accident,Male,6,Juvenile,Unintentional
1106,Uva,Monaragala,Unknown,2014-09-09,Gunshot,Female,30-35,Subadults and adults,Intentional
1107,Anuradhapura,Anuradhapura,Horowpothana,2014-09-09,Electrocuted,Male,20,Subadults and adults,Unintentional
1108,Southern,Hambantota,Hambantota,2014-09-11,Unknown,Female,35,Subadults and adults,Unknown
1109,Eastern,Ampara,Damana,2014-09-11,Septicemia,Male,40,Subadults and adults,Natural
1110,Southern,Hambantota,Hambantota,2014-09-11,Unknown,Male,1,Calf,Unknown
1111,Anuradhapura,Anuradhapura,Horowpothana,2014-09-15,Hakkapatas,Male,15,Subadults and adults,Intentional
1112,Eastern,Ampara,Unknown,2014-09-16,Unknown,Unknown,Unknown,Unknown,Unknown
1113,Anuradhapura,Anuradhapura,Thirappane,2014-09-20,Hakkapatas,Male,Unknown,Unknown,Intentional
1114,North Western,Kurunegala,Kekirawa,2014-09-20,Gunshot,Male,30,Subadults and adults,Intentional
1115,Eastern,Ampara,Eravur Pattu,2014-09-21,Poisned,Female,5,Juvenile,Intentional
1116,Anuradhapura,Anuradhapura,Maha Vilachchiya,2014-09-21,Unknown,Male,30-35,Subadults and adults,Unknown
1117,Anuradhapura,Anuradhapura,Kekirawa,2014-09-22,Hakkapatas,Female,Unknown,Unknown,Intentional
1118,Anuradhapura,Anuradhapura,Horowpothana,2014-09-23,Unknown,Male,30,Subadults and adults,Unknown
1119,Eastern,Ampara,Dehiattakandiya,2014-09-23,Drowned,Male,4 Months,Infant,Natural
1120,Polonnaruwa,Trincomalee,Muttur,2014-09-23,Gunshot,Male,30-35,Subadults and adults,Intentional
1121,Southern,Hambantota,Hambantota,2014-09-27,Other,Female,35,Subadults and adults,Other
1122,Polonnaruwa,Polonnaruwa,Welikanda,2014-09-28,Unknown,Unknown,25-30,Subadults and adults,Unknown
1123,Polonnaruwa,Polonnaruwa,Welikanda,2014-09-28,Unknown,Unknown,7 Months,Infant,Unknown
1124,Anuradhapura,Anuradhapura,Kekirawa,2014-09-30,Gunshot,Male,45,Subadults and adults,Intentional
1125,Southern,Ratnapura,Embilipitiya,2014-09-30,Natural,Male,Unknown,Unknown,Natural
1126,Polonnaruwa,Polonnaruwa,Dimbulagala,2014-09-30,Hakkapatas,Female,30,Subadults and adults,Intentional
1127,Vavuniya,Vavuniya,Vavuniya North,2014-09-30,Electrocuted,Male,35,Subadults and adults,Unintentional
1128,Southern,Ratnapura,Embilipitiya,2014-09-30,Natural,Female,Unknown,Unknown,Natural
1129,Polonnaruwa,Polonnaruwa,Dimbulagala,2014-10-01,Hakkapatas,Male,35,Subadults and adults,Intentional
1130,Southern,Hambantota,Hambantota,2014-10-02,Body destroyed,Unknown,6,Juvenile,Unknown
1131,Uva,Monaragala,Katharagama,2014-10-02,Poisned,Male,23,Subadults and adults,Intentional
1132,Eastern,Ampara,Dehiattakandiya,2014-10-03,Unknown,Unknown,10-15,Unknown,Unknown
1133,Eastern,Ampara,Uhana,2014-10-06,Hakkapatas,Male,3-4,Calf,Intentional
1134,Anuradhapura,Anuradhapura,Thalawa,2014-10-07,Accident,Male,20-25,Subadults and adults,Unintentional
1135,Anuradhapura,Anuradhapura,Kekirawa,2014-10-13,Hakkapatas,Female,4,Calf,Intentional
1136,Eastern,Ampara,Damana,2014-10-15,Unknown,Female,10-15,Unknown,Unknown
1137,Southern,Ratnapura,Weligepola,2014-10-15,Unknown,Male,55-60,Subadults and adults,Unknown
1138,Anuradhapura,Anuradhapura,Maha Vilachchiya,2014-10-20,Hakkapatas,Male,2,Calf,Intentional
1139,Anuradhapura,Anuradhapura,Maha Vilachchiya,2014-10-20,Other,Male,2,Calf,Other
1140,Eastern,Batticaloa,Welikanda,2014-10-20,Hakkapatas,Male,15-20,Subadults and adults,Intentional
1141,Eastern,Batticaloa,Koralai Pattu (Valachchenai),2014-10-20,Unknown,Female,11,Juvenile,Unknown
1142,Uva,Monaragala,Wellawaya,2014-10-23,Natural,Female,35,Subadults and adults,Natural
1143,Anuradhapura,Anuradhapura,Kahatagasdigiliya,2014-10-28,Accident,Female,4 Months,Infant,Unintentional
1144,Eastern,Batticaloa,Koralai Pattu (Valachchenai),2014-10-30,Injured,Female,15,Subadults and adults,Natural
1145,Southern,Ratnapura,Embilipitiya,2014-10-31,Natural,Female,Unknown,Unknown,Natural
1146,Vavuniya,Mannar,Musali,2014-11-03,Unknown,Male,8,Juvenile,Unknown
1147,Southern,Monaragala,Thanamalvila,2014-11-16,Gunshot,Female,18-20,Subadults and adults,Intentional
1148,Polonnaruwa,Polonnaruwa,Welikanda,2014-11-19,Electrocuted,Female,30,Subadults and adults,Unintentional
1149,Southern,Monaragala,Thanamalvila,2014-11-20,Gunshot,Female,15-20,Subadults and adults,Intentional
1150,Eastern,Ampara,Uhana,2014-11-21,Gunshot,Male,30-35,Subadults and adults,Intentional
1151,Eastern,Batticaloa,Manmunai South-West,2014-11-26,Unknown,Male,5,Juvenile,Unknown
1152,Vavuniya,Mannar,Madhu,2014-11-28,Unknown,Unknown,17,Subadults and adults,Unknown
1153,Anuradhapura,Puttalam,Vanathavilluwa,2014-11-28,Unknown,Male,20-25,Subadults and adults,Unknown
1154,Eastern,Ampara,Uhana,2014-11-29,Electrocuted,Male,Unknown,Unknown,Unintentional
1155,Eastern,Ampara,Eragama,2014-12-02,Gunshot,Male,8,Juvenile,Intentional
1156,Southern,Ratnapura,Weligepola,2014-12-05,Gunshot,Male,45-50,Subadults and adults,Intentional
1157,Anuradhapura,Anuradhapura,Horowpothana,2014-12-06,Hakkapatas,Male,5,Juvenile,Intentional
1158,North Western,Kurunegala,Ambanpola,2014-12-10,Train Accident,Male,3-4,Calf,Unintentional
1159,Eastern,Ampara,Uhana,2014-12-12,Poisned,Male,40,Subadults and adults,Intentional
1160,Eastern,Ampara,Dehiattakandiya,2014-12-14,Gunshot,Male,15-20,Subadults and adults,Intentional
1161,Polonnaruwa,Matale,Wilgamuwa,2014-12-15,Body destroyed,Female,7,Juvenile,Unknown
1162,Anuradhapura,Anuradhapura,Horowpothana,2014-12-20,Hakkapatas,Male,10,Juvenile,Intentional
1163,Eastern,Ampara,Damana,2014-12-20,Poisned,Male,8-10,Juvenile,Intentional
1164,North Western,Kurunegala,Galgamuwa,2014-12-23,Other,Female,20-25,Subadults and adults,Other
1165,Kilinochchi,Mullaitivu,Thunukkai,2014-12-31,Unknown,Unknown,Unknown,Unknown,Unknown
1166,Polonnaruwa,Polonnaruwa,Hingurakgoda,2014-12-31,Natural,Female,20-25,Subadults and adults,Natural
1167,Uva,Monaragala,Bibile,2014-12-31,Unknown,Female,20,Subadults and adults,Unknown
1168,Uva,Monaragala,Madulla,2014-12-31,Natural,Male,40-45,Subadults and adults,Natural
1169,Uva,Monaragala,Bibile,2014-12-31,Unknown,Male,45,Subadults and adults,Unknown
1170,Polonnaruwa,Matale,Laggala-Pallegama,2015-01-01,Accident,Male,3 Months,Infant,Unintentional
1171,North Western,Kurunegala,Polpithigama,2015-01-02,Natural,Male,1,Calf,Natural
1172,Uva,Monaragala,Buttala,2015-01-04,Fallen into well,Unknown,Unknown,Unknown,Natural
1173,North Western,Kurunegala,Mahawa,2015-01-05,Gunshot,Male,15-20,Subadults and adults,Intentional
1174,Eastern,Ampara,Mahaoya,2015-01-06,Gunshot,Male,40-50,Subadults and adults,Intentional
1175,Eastern,Batticaloa,Manmunai South-West,2015-01-07,Electrocuted,Male,20-25,Subadults and adults,Unintentional
1176,Eastern,Batticaloa,Manmunai South-West,2015-01-07,Gunshot,Male,10-15,Unknown,Intentional
1177,Eastern,Ampara,Thirukkovil,2015-01-11,Hakkapatas,Male,12-15,Subadults and adults,Intentional
1178,North Western,Kurunegala,Ehetuwewa,2015-01-11,Gunshot,Female,30,Subadults and adults,Intentional
1179,Central,Badulla,Mahiyanganaya,2015-01-12,Unknown,Male,25,Subadults and adults,Unknown
1180,Eastern,Ampara,Thirukkovil,2015-01-18,Unknown,Male,18-25,Subadults and adults,Unknown
1181,Eastern,Batticaloa,Eravur Pattu,2015-01-18,Natural,Male,30,Subadults and adults,Natural
1182,Polonnaruwa,Polonnaruwa,Dimbulagala,2015-01-24,Hakkapatas,Male,40-45,Subadults and adults,Intentional
1183,Polonnaruwa,Polonnaruwa,Dimbulagala,2015-01-24,Gunshot,Male,40-45,Subadults and adults,Intentional
1184,Uva,Hambantota,Thissamaharama,2015-01-24,Unknown,Male,30-35,Subadults and adults,Unknown
1185,Eastern,Ampara,Akkaraipattu,2015-01-24,Hakkapatas,Male,30,Subadults and adults,Intentional
1186,Trincomalee,Trincomalee,Gomarankadawala,2015-01-25,Hakkapatas,Male,6-7,Juvenile,Intentional
1187,Polonnaruwa,Polonnaruwa,Dimbulagala,2015-01-26,Gunshot,Female,25-30,Subadults and adults,Intentional
1188,Polonnaruwa,Polonnaruwa,Welikanda,2015-01-29,Electrocuted,Male,25,Subadults and adults,Unintentional
1189,Eastern,Ampara,Mahaoya,2015-01-30,Gunshot,Male,50-60,Subadults and adults,Intentional
1190,Eastern,Ampara,Mahaoya,2015-01-30,Gunshot,Male,20-30,Subadults and adults,Intentional
1191,Eastern,Ampara,Uhana,2015-02-06,Unknown,Female,15-20,Subadults and adults,Unknown
1192,Eastern,Ampara,Thirukkovil,2015-02-07,Hakkapatas,Female,12-15,Subadults and adults,Intentional
1193,Central,Kandy,Minipe,2015-02-08,Unknown,Female,5.5,Juvenile,Unknown
1194,Polonnaruwa,Polonnaruwa,Dimbulagala,2015-02-08,Gunshot,Male,25-30,Subadults and adults,Intentional
1195,Southern,Monaragala,Thanamalvila,2015-02-08,Gunshot,Male,8,Juvenile,Intentional
1196,Eastern,Ampara,Dehiattakandiya,2015-02-09,Hakkapatas,Male,20-25,Subadults and adults,Intentional
1197,Trincomalee,Trincomalee,Trincomalee Town and Gravets,2015-02-11,Hakkapatas,Male,6-7,Juvenile,Intentional
1198,Polonnaruwa,Matale,Dambulla,2015-02-11,Gunshot,Male,35-40,Subadults and adults,Intentional
1199,Polonnaruwa,Polonnaruwa,Dimbulagala,2015-02-12,Hakkapatas,Male,30-35,Subadults and adults,Intentional
1200,Vavuniya,Anuradhapura,Kebithigollewa,2015-02-14,Electrocuted,Male,30,Subadults and adults,Unintentional
1201,Polonnaruwa,Polonnaruwa,Palugaswewa,2015-02-17,Gunshot,Female,25-30,Subadults and adults,Intentional
1202,Trincomalee,Trincomalee,Morawewa,2015-02-18,Hakkapatas,Male,10-11,Juvenile,Intentional
1203,Trincomalee,Trincomalee,Gomarankadawala,2015-02-19,Hakkapatas,Male,6-7,Juvenile,Intentional
1204,Eastern,Ampara,Addalachchenai,2015-02-20,Electrocuted,Male,35-40,Subadults and adults,Unintentional
1205,Trincomalee,Trincomalee,Morawewa,2015-02-20,Natural,Female,3 Months,Infant,Natural
1206,Anuradhapura,Anuradhapura,Maha Vilachchiya,2015-02-21,Poisned,Male,35-40,Subadults and adults,Intentional
1207,Trincomalee,Trincomalee,Seruvila,2015-02-27,Hakkapatas,Female,6-5,Juvenile,Intentional
1208,Eastern,Monaragala,Siyambalanduwa,2015-03-01,Hakkapatas,Male,5-8,Juvenile,Intentional
1209,Vavuniya,Vavuniya,Vavuniya North,2015-03-04,Gunshot,Male,30-35,Subadults and adults,Intentional
1210,Vavuniya,Vavuniya,Vengalacheddiculam,2015-03-05,Gunshot,Male,35-40,Subadults and adults,Intentional
1211,Eastern,Ampara,Mahaoya,2015-03-05,Gunshot,Unknown,8-10,Juvenile,Intentional
1212,Polonnaruwa,Polonnaruwa,Thamankaduwa,2015-03-06,Gunshot,Male,25-30,Subadults and adults,Intentional
1213,Polonnaruwa,Polonnaruwa,Lankapura,2015-03-07,Hakkapatas,Male,15-20,Subadults and adults,Intentional
1214,Anuradhapura,Anuradhapura,Thirappane,2015-03-07,Gunshot,Male,35,Subadults and adults,Intentional
1215,Uva,Hambantota,Thissamaharama,2015-03-09,Unknown,Female,15,Subadults and adults,Unknown
1216,Eastern,Batticaloa,Eravur Pattu,2015-03-11,Hakkapatas,Male,15-16,Subadults and adults,Intentional
1217,Eastern,Ampara,Mahaoya,2015-03-12,Unknown,Male,4,Calf,Unknown
1218,Eastern,Polonnaruwa,Dimbulagala,2015-03-12,Injured,Male,10-15,Unknown,Natural
1219,Eastern,Ampara,Mahaoya,2015-03-13,Unknown,Female,1-2,Calf,Unknown
1220,Polonnaruwa,Polonnaruwa,Dimbulagala,2015-03-18,Electrocuted,Male,20-25,Subadults and adults,Unintentional
1221,Eastern,Ampara,Damana,2015-03-18,Hakkapatas,Male,6,Juvenile,Intentional
1222,Polonnaruwa,Polonnaruwa,Lankapura,2015-03-20,Gunshot,Male,35-40,Subadults and adults,Intentional
1223,Polonnaruwa,Polonnaruwa,Dimbulagala,2015-03-24,Hakkapatas,Female,8-10,Juvenile,Intentional
1224,Trincomalee,Trincomalee,Gomarankadawala,2015-03-26,Poisned,Female,7-8,Juvenile,Intentional
1225,Central,Badulla,Mahiyanganaya,2015-03-26,Unknown,Male,35-40,Subadults and adults,Unknown
1226,Vavuniya,Vavuniya,Vavuniya North,2015-03-29,Train Accident,Male,35-40,Subadults and adults,Unintentional
1227,Polonnaruwa,Polonnaruwa,Welikanda,2015-04-01,Poisned,Male,25-30,Subadults and adults,Intentional
1228,Vavuniya,Vavuniya,Vengalacheddiculam,2015-04-09,Train Accident,Female,30,Subadults and adults,Unintentional
1229,Polonnaruwa,Polonnaruwa,Welikanda,2015-04-10,Poisned,Male,40-45,Subadults and adults,Intentional
1230,Polonnaruwa,Polonnaruwa,Hingurakgoda,2015-04-12,Train Accident,Female,30-35,Subadults and adults,Unintentional
1231,Anuradhapura,Anuradhapura,Kekirawa,2015-04-13,Electrocuted,Female,25,Subadults and adults,Unintentional
1232,Eastern,Batticaloa,Eravur Pattu,2015-04-15,Unknown,Unknown,10-15,Unknown,Unknown
1233,Eastern,Batticaloa,Manmunai West,2015-04-17,Hakkapatas,Male,10-15,Unknown,Intentional
1234,Anuradhapura,Anuradhapura,Thalawa,2015-04-19,Electrocuted,Male,22,Subadults and adults,Unintentional
1235,Vavuniya,Anuradhapura,Padaviya,2015-04-20,Hakkapatas,Female,18-20,Subadults and adults,Intentional
1236,Eastern,Batticaloa,Koralai Pattu North,2015-04-21,Hakkapatas,Male,30-35,Subadults and adults,Intentional
1237,North Western,Kurunegala,Giribawa,2015-04-21,Gunshot,Male,10-12,Juvenile,Intentional
1238,North Western,Puttalam,Vanathavilluwa,2015-04-21,Electrocuted,Male,25-30,Subadults and adults,Unintentional
1239,Trincomalee,Trincomalee,Kuchchaveli,2015-04-25,Unknown,Male,15-16,Subadults and adults,Unknown
1240,Vavuniya,Vavuniya,Vengalacheddiculam,2015-04-27,Train Accident,Female,30,Subadults and adults,Unintentional
1241,Vavuniya,Vavuniya,Vengalacheddiculam,2015-04-27,Train Accident,Male,4,Calf,Unintentional
1242,Trincomalee,Trincomalee,Morawewa,2015-04-28,Gunshot,Male,25-26,Subadults and adults,Intentional
1243,Eastern,Ampara,Damana,2015-05-02,Hakkapatas,Male,40-45,Subadults and adults,Intentional
1244,Polonnaruwa,Polonnaruwa,Dimbulagala,2015-05-06,Gunshot,Male,25-30,Subadults and adults,Intentional
1245,Polonnaruwa,Polonnaruwa,Welikanda,2015-05-06,Hakkapatas,Female,5-10,Juvenile,Intentional
